"","record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight"
"228",454,12,10,1977,1,"DM","F",36,38
"229",461,12,11,1977,14,"DM","M",36,41
"230",462,12,11,1977,17,"DM","M",36,40
"231",463,12,11,1977,4,"DS","M",49,134
"232",464,12,11,1977,5,"DS","M",49,139
"233",466,12,11,1977,4,"DS","F",51,118
"234",467,12,11,1977,8,"DO","F",32,41
"235",468,12,11,1977,11,"DM","M",35,37
"236",470,12,11,1977,4,"PF","M",15,6
"237",472,12,11,1977,11,"DS","F",49,127
"238",474,12,11,1977,8,"PF","F",15,6
"239",477,12,11,1977,17,"DS","F",47,115
"240",479,12,11,1977,14,"DM","F",36,40
"241",480,12,11,1977,14,"DS","F",47,114
"242",481,12,11,1977,17,"DM","F",35,37
"243",482,12,11,1977,17,"DM","M",37,46
"244",483,12,11,1977,8,"DS","M",49,149
"245",484,12,11,1977,11,"DM","F",37,38
"246",485,12,11,1977,11,"DS","M",52,127
"247",487,12,11,1977,12,"DM","F",38,36
"248",488,12,11,1977,12,"DM","M",37,41
"249",490,12,11,1977,14,"DM","M",37,44
"250",491,12,11,1977,11,"DS","M",48,138
"251",492,12,11,1977,12,"DS","M",49,110
"252",493,12,11,1977,4,"DS","F",49,110
"253",496,12,11,1977,17,"DM","F",36,37
"254",498,12,11,1977,3,"PF","M",16,7
"255",499,12,11,1977,11,"DS","F",51,121
"256",502,12,11,1977,5,"DM","F",36,43
"257",505,1,8,1978,13,"DM","M",36,43
"258",507,1,8,1978,2,"DM","M",35,44
"259",508,1,8,1978,20,"DM","F",36,36
"260",510,1,8,1978,13,"PF","F",16,8
"261",511,1,8,1978,2,"DM","M",36,38
"262",512,1,8,1978,9,"DS","F",48,122
"263",514,1,8,1978,9,"PF","M",16,7
"264",516,1,8,1978,9,"DM","M",38,46
"265",517,1,8,1978,2,"PE","M",26,22
"266",518,1,8,1978,2,"DM","M",36,38
"267",519,1,8,1978,2,"DM","M",38,48
"268",520,1,8,1978,3,"PF","M",15,7
"269",521,1,8,1978,2,"DM","M",36,43
"270",522,1,8,1978,2,"DM","F",37,35
"271",523,1,8,1978,2,"DM","M",36,43
"272",525,1,8,1978,6,"DM","M",34,36
"273",526,1,8,1978,9,"DS","F",51,117
"274",527,1,8,1978,2,"DM","F",37,37
"275",528,1,8,1978,20,"DS","M",51,122
"276",529,1,8,1978,9,"DM","M",36,43
"277",530,1,8,1978,13,"DM","M",37,42
"278",538,1,9,1978,17,"DM","M",36,40
"279",539,1,9,1978,17,"DM","F",34,37
"280",540,1,9,1978,17,"DS","F",47,117
"281",541,1,9,1978,11,"DM","M",36,40
"282",542,1,9,1978,1,"DM","M",36,40
"283",543,1,9,1978,4,"DS","M",49,132
"284",545,1,9,1978,1,"DM","F",38,36
"285",548,1,9,1978,8,"DS","M",53,150
"286",549,1,9,1978,11,"DM","M",38,44
"287",550,1,9,1978,14,"DM","F",36,40
"288",551,1,9,1978,4,"DS","F",50,126
"289",552,1,9,1978,11,"DS","F",51,122
"290",553,1,9,1978,8,"DS","F",50,136
"291",555,1,9,1978,14,"DS","F",48,116
"292",556,1,9,1978,17,"DM","F",36,38
"293",557,1,9,1978,11,"DM","F",37,39
"294",558,1,9,1978,1,"DS","F",49,135
"295",559,1,9,1978,14,"DM","M",36,46
"296",560,1,9,1978,17,"DS","M",50,133
"297",561,1,9,1978,11,"DS","M",53,136
"298",564,1,10,1978,18,"DS","F",51,141
"299",566,1,10,1978,18,"DM","F",36,38
"300",567,1,10,1978,12,"DM","F",36,35
"301",572,1,10,1978,18,"DM","M",38,51
"302",574,1,10,1978,18,"DM","F",34,33
"303",575,1,10,1978,18,"DM","M",38,47
"304",576,1,10,1978,18,"DM","M",36,49
"305",585,2,18,1978,2,"DS","M",53,157
"306",586,2,18,1978,13,"DM","M",35,51
"307",589,2,18,1978,20,"DM","F",39,38
"308",590,2,18,1978,2,"PF","F",16,7
"309",592,2,18,1978,22,"DM","M",39,45
"310",593,2,18,1978,2,"DM","M",38,52
"311",594,2,18,1978,9,"DM","M",38,50
"312",595,2,18,1978,2,"DM","M",37,51
"313",597,2,18,1978,20,"DM","F",33,39
"314",599,2,18,1978,3,"OT","F",15,23
"315",600,2,18,1978,2,"DM","F",37,40
"316",601,2,18,1978,2,"DM","M",36,41
"317",602,2,18,1978,13,"DM","M",37,46
"318",604,2,18,1978,2,"PE","M",22,25
"319",607,2,19,1978,5,"DM","F",36,39
"320",608,2,19,1978,17,"DM","F",34,42
"321",610,2,19,1978,17,"DM","M",37,39
"322",611,2,19,1978,21,"OT","F",20,23
"323",614,2,19,1978,4,"DS","F",49,124
"324",615,2,19,1978,5,"DS","F",49,114
"325",616,2,19,1978,11,"DM","M",36,44
"326",617,2,19,1978,11,"DM","M",38,48
"327",619,2,19,1978,14,"DM","F",39,44
"328",620,2,19,1978,8,"DS","F",49,132
"329",622,2,19,1978,17,"DS","F",46,137
"330",624,2,19,1978,4,"DM","M",35,39
"331",625,2,19,1978,5,"DM","F",35,56
"332",626,2,19,1978,17,"OL","F",20,35
"333",630,2,19,1978,5,"OT","F",18,22
"334",631,2,19,1978,5,"OT","M",20,25
"335",633,2,19,1978,8,"DS","M",55,154
"336",635,2,20,1978,15,"DM","M",38,49
"337",636,2,20,1978,18,"DM","F",36,44
"338",637,2,20,1978,18,"DM","F",38,35
"339",638,2,20,1978,12,"DM","F",37,36
"340",639,2,20,1978,1,"DM","F",35,39
"341",640,2,20,1978,12,"DS","F",50,133
"342",641,2,20,1978,15,"DM","M",38,50
"343",642,2,20,1978,1,"DM","M",36,43
"344",643,2,20,1978,15,"DM","F",35,40
"345",644,2,20,1978,18,"DM","M",38,45
"346",645,2,20,1978,12,"DM","M",38,44
"347",646,2,20,1978,18,"NL","M",32,228
"348",647,2,20,1978,1,"DS","F",52,144
"349",648,2,20,1978,16,"DM","F",37,46
"350",649,2,20,1978,16,"DM","M",35,48
"351",650,3,11,1978,2,"PF","F",15,7
"352",651,3,11,1978,20,"DM","M",38,45
"353",652,3,11,1978,2,"PF","M",14,8
"354",653,3,11,1978,22,"DS","F",47,133
"355",654,3,11,1978,22,"DM","F",37,40
"356",655,3,11,1978,3,"NL","M",32,232
"357",656,3,11,1978,9,"DS","F",49,128
"358",657,3,11,1978,2,"DS","M",54,153
"359",658,3,11,1978,3,"OT","F",21,22
"360",659,3,11,1978,20,"OT","F",20,21
"361",660,3,11,1978,2,"DM","M",37,53
"362",662,3,11,1978,13,"PF","F",15,8
"363",663,3,11,1978,2,"OT","M",18,25
"364",664,3,11,1978,2,"DM","M",35,43
"365",665,3,11,1978,20,"DM","F",35,43
"366",666,3,11,1978,13,"OL","M",21,38
"367",667,3,11,1978,20,"DM","F",35,42
"368",668,3,11,1978,3,"OT","M",21,26
"369",669,3,11,1978,9,"DS","F",50,146
"370",670,3,11,1978,2,"OT","F",20,25
"371",671,3,11,1978,2,"PE","M",20,28
"372",672,3,11,1978,3,"PF","M",15,8
"373",674,3,11,1978,20,"DS","M",49,122
"374",677,3,12,1978,5,"DS","M",52,137
"375",678,3,12,1978,4,"DS","M",49,131
"376",679,3,12,1978,5,"DS","F",49,125
"377",684,3,12,1978,4,"DM","M",35,43
"378",688,3,12,1978,4,"DS","F",48,141
"379",689,3,12,1978,11,"DS","M",53,138
"380",690,3,12,1978,11,"DM","M",36,43
"381",691,3,12,1978,4,"DS","F",50,124
"382",694,3,12,1978,11,"DM","F",37,43
"383",696,3,12,1978,5,"DM","F",37,45
"384",697,3,12,1978,11,"DM","M",36,46
"385",699,3,12,1978,5,"DM","F",36,43
"386",700,3,12,1978,5,"DM","M",37,49
"387",702,3,12,1978,5,"DM","M",35,47
"388",708,3,12,1978,5,"OT","M",20,26
"389",710,3,13,1978,8,"DS","M",49,152
"390",711,3,13,1978,18,"DM","F",37,44
"391",712,3,13,1978,15,"DM","M",36,48
"392",713,3,13,1978,8,"OT","M",15,29
"393",715,3,13,1978,18,"DM","M",36,49
"394",716,3,13,1978,15,"DM","M",35,45
"395",718,3,13,1978,8,"DO","M",35,57
"396",720,3,13,1978,8,"DS","F",47,134
"397",721,3,13,1978,1,"DM","F",37,44
"398",723,3,13,1978,8,"OT","F",16,35
"399",724,3,13,1978,15,"DM","M",37,48
"400",729,3,13,1978,15,"DM","M",36,46
"401",731,4,8,1978,2,"DS","F",47,110
"402",770,4,9,1978,4,"DM","M",37,26
"403",771,4,9,1978,4,"DM","M",35,44
"404",773,4,9,1978,5,"DM","M",37,48
"405",774,4,9,1978,5,"DM","M",36,39
"406",775,4,9,1978,5,"DM","M",37,44
"407",776,4,9,1978,5,"DM","M",37,45
"408",777,4,9,1978,8,"OT","M",20,27
"409",778,4,9,1978,8,"DM","M",36,36
"410",781,4,9,1978,11,"DM","F",37,45
"411",782,4,9,1978,11,"DM","M",37,47
"412",783,4,9,1978,14,"DS","F",47,90
"413",785,4,9,1978,17,"DM","M",39,49
"414",786,4,9,1978,11,"DS","M",52,131
"415",787,4,9,1978,5,"DS","F",50,114
"416",788,4,9,1978,17,"DM","M",36,42
"417",789,4,9,1978,8,"DS","M",52,148
"418",790,4,9,1978,5,"DS","F",50,76
"419",791,4,9,1978,5,"DS","M",53,141
"420",792,4,9,1978,17,"DM","F",34,42
"421",793,4,9,1978,4,"DS","F",49,121
"422",794,4,9,1978,11,"DM","M",35,44
"423",795,4,9,1978,17,"DO","F",33,55
"424",796,4,9,1978,4,"DS","M",50,133
"425",797,4,9,1978,17,"DS","M",50,142
"426",798,4,9,1978,8,"DS","F",48,142
"427",799,4,9,1978,11,"DM","F",36,46
"428",800,4,9,1978,5,"DM","F",35,50
"429",801,4,9,1978,14,"DS","F",46,142
"430",803,4,9,1978,4,"DS","F",48,84
"431",804,4,9,1978,4,"DM","M",34,42
"432",805,4,9,1978,17,"DS","F",47,142
"433",806,4,9,1978,4,"DS","F",47,118
"434",807,4,9,1978,17,"DM","F",35,43
"435",808,4,9,1978,11,"DS","F",51,132
"436",809,4,9,1978,11,"DS","F",47,75
"437",814,4,10,1978,1,"DS","M",55,168
"438",815,4,10,1978,1,"DM","F",38,43
"439",816,4,10,1978,18,"DS","F",46,84
"440",818,4,10,1978,1,"DS","F",49,87
"441",820,4,10,1978,18,"DM","F",35,42
"442",821,4,10,1978,16,"DM","F",34,41
"443",822,4,10,1978,1,"DS","F",48,140
"444",823,4,10,1978,18,"DM","F",33,40
"445",824,4,10,1978,12,"DM","M",38,45
"446",826,4,10,1978,16,"OT","M",20,18
"447",827,4,10,1978,15,"DM","M",36,47
"448",829,4,10,1978,1,"DS","M",48,89
"449",830,4,10,1978,18,"DM","M",38,51
"450",833,5,6,1978,2,"PF","M",14,8
"451",834,5,6,1978,22,"DM","M",38,47
"452",835,5,6,1978,2,"DS","M",53,149
"453",836,5,6,1978,9,"DS","F",49,124
"454",837,5,6,1978,6,"DS","F",48,73
"455",838,5,6,1978,2,"DM","M",37,48
"456",839,5,6,1978,9,"DS","M",51,139
"457",840,5,6,1978,6,"DM","M",37,41
"458",842,5,6,1978,2,"DM","F",38,41
"459",843,5,6,1978,22,"DS","F",50,114
"460",844,5,6,1978,9,"DS","F",46,59
"461",845,5,6,1978,2,"NL","M",32,204
"462",847,5,6,1978,20,"DM","M",35,45
"463",848,5,6,1978,22,"NL","M",32,212
"464",849,5,6,1978,2,"DM","M",36,43
"465",850,5,6,1978,22,"DS","F",48,91
"466",851,5,6,1978,9,"DS","M",46,50
"467",852,5,6,1978,13,"DM","M",36,44
"468",853,5,6,1978,9,"DS","F",49,113
"469",854,5,6,1978,9,"DM","M",36,36
"470",856,5,6,1978,9,"DM","F",37,50
"471",859,5,6,1978,21,"OT","F",13,9
"472",861,5,17,1978,21,"OL","F",19,29
"473",862,5,17,1978,5,"DS","M",52,137
"474",863,5,17,1978,5,"DS","M",48,57
"475",865,5,17,1978,20,"DM","F",37,31
"476",866,5,17,1978,12,"DM","F",37,41
"477",867,5,17,1978,6,"DM","M",37,37
"478",868,5,17,1978,6,"DS","F",50,83
"479",869,5,17,1978,20,"NL","F",33,174
"480",870,5,17,1978,22,"DS","F",49,116
"481",872,5,17,1978,20,"DS","M",52,130
"482",874,5,17,1978,20,"DM","M",37,40
"483",875,5,17,1978,5,"NL","F",33,212
"484",876,5,17,1978,6,"DM","M",36,41
"485",877,5,17,1978,12,"DS","F",50,83
"486",881,5,18,1978,18,"DM","F",35,41
"487",882,5,18,1978,11,"DS","M",52,118
"488",883,5,18,1978,17,"PM","F",20,22
"489",884,5,18,1978,18,"DS","M",49,102
"490",885,5,18,1978,11,"DM","M",36,42
"491",887,5,18,1978,11,"DM","F",34,29
"492",888,5,18,1978,17,"DM","M",34,23
"493",889,5,18,1978,18,"DS","F",50,138
"494",890,5,18,1978,17,"DS","M",49,131
"495",891,5,18,1978,17,"DM","M",35,41
"496",892,5,18,1978,17,"DS","F",50,115
"497",893,5,18,1978,14,"DS","F",48,121
"498",894,5,18,1978,17,"DM","F",35,38
"499",895,5,18,1978,4,"DS","M",50,126
"500",896,5,18,1978,4,"DS","F",50,120
"501",897,5,18,1978,11,"PP","M",21,15
"502",898,5,18,1978,11,"DM","F",35,29
"503",899,5,18,1978,18,"DM","F",33,43
"504",900,5,18,1978,15,"DM","M",37,41
"505",901,5,18,1978,4,"DS","F",48,68
"506",904,5,18,1978,11,"DS","F",52,97
"507",905,5,18,1978,17,"DM","M",33,21
"508",906,5,18,1978,11,"DM","M",34,21
"509",907,5,18,1978,14,"DM","F",36,44
"510",908,5,18,1978,17,"DO","M",33,18
"511",909,5,18,1978,4,"DM","M",36,40
"512",910,5,18,1978,17,"DM","F",37,41
"513",911,5,19,1978,9,"DS","F",48,129
"514",913,5,19,1978,1,"DM","M",37,42
"515",915,5,19,1978,13,"OT","F",18,24
"516",916,5,19,1978,8,"DS","F",50,108
"517",917,5,19,1978,1,"DS","M",52,160
"518",918,5,19,1978,2,"OT","F",21,30
"519",919,5,19,1978,8,"DO","M",35,54
"520",920,5,19,1978,8,"PF","F",15,7
"521",921,5,19,1978,8,"DS","F",48,125
"522",922,5,19,1978,1,"DS","M",50,100
"523",923,5,19,1978,1,"DM","M",34,21
"524",924,5,19,1978,2,"DM","M",37,49
"525",925,5,19,1978,9,"DM","M",36,35
"526",926,5,19,1978,1,"DO","M",35,37
"527",927,5,19,1978,9,"DS","F",48,64
"528",929,5,19,1978,1,"DS","M",48,54
"529",930,5,19,1978,2,"DM","M",36,44
"530",931,5,19,1978,9,"DS","F",46,90
"531",932,5,19,1978,1,"DM","F",37,39
"532",933,5,19,1978,2,"PP","F",20,13
"533",934,5,19,1978,2,"DS","F",47,114
"534",938,6,8,1978,20,"DM","M",38,46
"535",939,6,8,1978,8,"DS","F",51,110
"536",940,6,8,1978,11,"DS","M",51,119
"537",941,6,8,1978,17,"DM","M",36,29
"538",942,6,8,1978,20,"DM","M",32,48
"539",944,6,8,1978,9,"DS","F",50,124
"540",945,6,8,1978,12,"DS","F",49,84
"541",946,6,8,1978,11,"DM","F",36,43
"542",947,6,8,1978,17,"DM","F",33,43
"543",948,6,8,1978,9,"DM","M",37,40
"544",949,6,8,1978,22,"DS","F",49,120
"545",950,6,8,1978,8,"DO","F",34,55
"546",951,6,8,1978,17,"OL","F",21,29
"547",952,6,8,1978,20,"DM","F",34,26
"548",953,6,8,1978,12,"DS","F",52,115
"549",954,6,8,1978,22,"DM","M",36,45
"550",955,6,8,1978,9,"DS","M",47,70
"551",956,6,8,1978,17,"DS","F",49,123
"552",957,6,8,1978,12,"DM","F",33,16
"553",958,6,8,1978,20,"DM","F",36,42
"554",959,6,8,1978,8,"DS","F",47,125
"555",961,6,8,1978,8,"DO","M",36,55
"556",962,6,8,1978,22,"DS","F",47,117
"557",963,6,8,1978,17,"DS","M",50,133
"558",964,6,8,1978,9,"DM","M",36,36
"559",966,6,8,1978,17,"DM","M",35,29
"560",967,6,8,1978,22,"DS","F",49,99
"561",968,6,8,1978,22,"PF","M",13,7
"562",969,6,8,1978,21,"PF","M",15,8
"563",971,6,8,1978,17,"NL","F",32,135
"564",973,6,8,1978,9,"DS","F",47,100
"565",974,6,8,1978,11,"DS","F",49,98
"566",975,6,8,1978,17,"DM","F",35,43
"567",976,6,8,1978,8,"PF","F",15,8
"568",977,6,8,1978,17,"DO","M",34,23
"569",978,6,8,1978,21,"OT","M",18,12
"570",980,6,8,1978,20,"DS","M",51,124
"571",981,6,8,1978,11,"PP","M",21,15
"572",982,6,8,1978,12,"DS","F",51,84
"573",987,6,9,1978,6,"DM","M",36,24
"574",989,6,9,1978,4,"DS","M",50,122
"575",991,6,9,1978,13,"PP","M",23,17
"576",992,6,9,1978,14,"DM","M",38,46
"577",993,6,9,1978,2,"DS","M",54,149
"578",994,6,9,1978,18,"DM","F",33,23
"579",995,6,9,1978,2,"PF","M",16,8
"580",996,6,9,1978,18,"DS","F",48,136
